COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
zero,27223.0,67.0,89.0,374041.0,148.0,5.0,2.0,very_sat,little,no,8.44,LEAVE
zero,28867.0,39.0,21.0,754819.0,136.0,3.0,6.0,sat,high,perhaps,8.08,STAY
zero,41094.0,0.0,14.0,779402.0,227.0,0.0,4.0,very_sat,very_high,considering,6.7,STAY
one,33743.0,26.0,23.0,406518.0,215.0,5.0,6.0,very_unsat,very_little,considering,4.26,LEAVE
one,108042.0,0.0,0.0,226401.0,824.0,0.0,11.0,sat,little,no,4.32,STAY
zero,116021.0,0.0,53.0,784683.0,645.0,1.0,2.0,very_unsat,very_high,actively_looking_into_it,4.87,LEAVE
zero,37097.0,70.0,6.0,225384.0,198.0,5.0,5.0,very_unsat,very_high,no,3.15,STAY
zero,21349.0,0.0,8.0,180655.0,183.0,1.0,6.0,very_sat,little,no,4.62,STAY
one,26343.0,233.0,54.0,335879.0,208.0,15.0,2.0,very_sat,high,considering,4.26,LEAVE
one,151193.0,190.0,13.0,772209.0,618.0,23.0,4.0,very_unsat,very_high,no,4.19,LEAVE
zero,22511.0,229.0,44.0,710896.0,213.0,28.0,2.0,unsat,very_little,never_thought,9.12,STAY
one,100194.0,0.0,0.0,918138.0,652.0,1.0,15.0,very_sat,little,never_thought,2.41,LEAVE
one,113655.0,0.0,37.0,812887.0,390.0,1.0,2.0,unsat,little,actively_looking_into_it,5.88,LEAVE
one,20070.0,53.0,24.0,154015.0,183.0,5.0,6.0,avg,little,considering,4.17,STAY
one,131497.0,65.0,24.0,940381.0,341.0,3.0,4.0,very_unsat,little,considering,4.64,LEAVE
one,138673.0,93.0,75.0,849490.0,666.0,5.0,1.0,unsat,little,considering,7.61,STAY
zero,106457.0,0.0,45.0,684415.0,804.0,1.0,2.0,avg,very_little,actively_looking_into_it,5.51,STAY
zero,150928.0,215.0,0.0,414932.0,671.0,26.0,15.0,very_unsat,very_little,actively_looking_into_it,3.44,STAY
one,56552.0,58.0,7.0,976995.0,374.0,3.0,6.0,very_sat,very_high,perhaps,6.08,LEAVE
zero,23173.0,90.0,22.0,905702.0,206.0,3.0,2.0,very_sat,very_little,considering,7.78,STAY
zero,112389.0,173.0,0.0,832479.0,706.0,17.0,15.0,very_unsat,little,considering,4.8,LEAVE
zero,149494.0,158.0,0.0,810791.0,836.0,1.0,12.0,very_unsat,little,actively_looking_into_it,3.99,LEAVE
one,34681.0,204.0,38.0,909117.0,139.0,0.0,2.0,unsat,little,considering,5.27,LEAVE
zero,82119.0,46.0,0.0,432181.0,393.0,4.0,10.0,very_unsat,very_high,never_thought,2.9,LEAVE
one,23799.0,0.0,0.0,235435.0,208.0,0.0,14.0,very_sat,very_high,actively_looking_into_it,4.97,STAY
zero,99159.0,193.0,0.0,179360.0,319.0,16.0,10.0,very_sat,high,considering,2.87,LEAVE
one,34043.0,66.0,0.0,861778.0,144.0,5.0,13.0,very_sat,very_high,considering,4.7,LEAVE
zero,111564.0,256.0,0.0,661107.0,656.0,21.0,13.0,very_unsat,little,actively_looking_into_it,2.95,LEAVE
one,147095.0,218.0,16.0,156287.0,899.0,21.0,6.0,very_sat,very_high,considering,2.56,LEAVE
zero,155749.0,214.0,48.0,516803.0,709.0,11.0,1.0,very_sat,high,considering,2.62,LEAVE
one,28160.0,155.0,0.0,200496.0,245.0,13.0,15.0,very_unsat,little,never_thought,2.46,LEAVE
zero,36314.0,164.0,0.0,527300.0,151.0,25.0,8.0,very_sat,very_high,never_thought,6.6,LEAVE
zero,26727.0,48.0,0.0,320834.0,224.0,5.0,15.0,very_unsat,very_high,considering,4.22,LEAVE
one,49995.0,0.0,6.0,627476.0,202.0,0.0,6.0,unsat,little,no,8.95,STAY
one,98636.0,0.0,12.0,464902.0,295.0,1.0,5.0,very_sat,very_little,considering,3.74,STAY
one,107293.0,248.0,27.0,487971.0,629.0,23.0,2.0,very_sat,high,perhaps,3.61,LEAVE
zero,36620.0,0.0,19.0,840038.0,192.0,0.0,4.0,very_unsat,little,actively_looking_into_it,5.9,STAY
zero,47729.0,0.0,21.0,925444.0,209.0,0.0,5.0,very_sat,very_high,never_thought,6.08,STAY
zero,104123.0,65.0,0.0,662320.0,786.0,3.0,2.0,very_unsat,little,no,4.85,STAY
one,46421.0,73.0,16.0,504484.0,169.0,11.0,5.0,very_unsat,very_little,considering,3.17,STAY
one,94463.0,79.0,49.0,963884.0,281.0,3.0,4.0,unsat,little,actively_looking_into_it,6.46,STAY
one,57629.0,198.0,0.0,425501.0,389.0,11.0,8.0,very_unsat,little,actively_looking_into_it,3.76,STAY
zero,39672.0,83.0,0.0,169819.0,233.0,4.0,13.0,very_unsat,high,considering,4.17,LEAVE
zero,123657.0,61.0,5.0,195341.0,615.0,4.0,4.0,unsat,very_little,no,2.62,LEAVE
zero,28164.0,60.0,8.0,823462.0,802.0,4.0,4.0,very_sat,very_high,no,7.14,LEAVE
zero,56139.0,0.0,0.0,801630.0,281.0,1.0,9.0,very_unsat,very_little,never_thought,6.81,LEAVE
one,21069.0,185.0,0.0,419531.0,322.0,21.0,13.0,very_sat,little,considering,3.11,LEAVE
zero,25705.0,0.0,78.0,450472.0,179.0,1.0,1.0,avg,little,considering,8.3,STAY
zero,68094.0,0.0,0.0,658950.0,356.0,0.0,9.0,avg,very_high,considering,6.43,STAY
one,42428.0,35.0,7.0,287832.0,131.0,4.0,6.0,avg,very_little,considering,3.39,LEAVE
one,37182.0,51.0,0.0,592815.0,163.0,3.0,15.0,avg,high,considering,4.46,LEAVE
one,143716.0,183.0,61.0,288841.0,776.0,4.0,1.0,unsat,very_high,no,4.17,LEAVE
zero,75969.0,76.0,0.0,467136.0,352.0,24.0,13.0,very_sat,little,considering,3.66,LEAVE
one,76523.0,183.0,19.0,628248.0,394.0,12.0,12.0,very_unsat,avg,considering,8.15,STAY
one,42997.0,0.0,0.0,303961.0,221.0,1.0,12.0,very_unsat,high,no,4.63,STAY
zero,51798.0,42.0,76.0,565736.0,314.0,3.0,1.0,very_sat,little,no,7.58,LEAVE
one,43997.0,80.0,89.0,216645.0,169.0,3.0,2.0,unsat,very_little,no,6.46,LEAVE
one,149724.0,49.0,0.0,542159.0,885.0,4.0,10.0,very_unsat,little,considering,3.28,STAY
zero,84959.0,61.0,40.0,589613.0,343.0,3.0,2.0,very_unsat,little,actively_looking_into_it,4.68,LEAVE
zero,34722.0,72.0,0.0,197558.0,386.0,3.0,2.0,very_sat,very_high,actively_looking_into_it,4.33,STAY
one,95274.0,80.0,41.0,475504.0,359.0,28.0,2.0,very_sat,very_high,no,5.47,STAY
zero,43789.0,53.0,0.0,160065.0,366.0,3.0,5.0,very_unsat,little,actively_looking_into_it,4.13,LEAVE
one,41717.0,217.0,61.0,941590.0,358.0,28.0,2.0,unsat,very_little,perhaps,5.75,STAY
zero,123658.0,0.0,22.0,966229.0,866.0,0.0,4.0,unsat,very_high,actively_looking_into_it,4.94,STAY
zero,57019.0,0.0,71.0,381830.0,378.0,1.0,2.0,unsat,very_little,no,6.65,STAY
one,20111.0,214.0,49.0,359722.0,195.0,12.0,1.0,very_unsat,little,considering,2.08,STAY
zero,96578.0,49.0,5.0,181910.0,355.0,4.0,4.0,very_unsat,very_little,actively_looking_into_it,1.85,LEAVE
zero,39511.0,70.0,0.0,195628.0,198.0,4.0,12.0,very_unsat,very_high,considering,3.56,LEAVE
one,134184.0,66.0,71.0,160037.0,578.0,4.0,2.0,avg,very_high,considering,4.83,LEAVE
zero,150634.0,214.0,15.0,152737.0,748.0,21.0,4.0,very_sat,avg,considering,5.58,LEAVE
one,24744.0,187.0,23.0,450730.0,240.0,24.0,5.0,very_unsat,very_high,actively_looking_into_it,3.12,LEAVE
one,68233.0,229.0,65.0,165177.0,377.0,21.0,1.0,avg,very_high,considering,1.94,LEAVE
zero,33525.0,176.0,0.0,172678.0,243.0,28.0,14.0,very_unsat,avg,considering,4.28,LEAVE
one,116248.0,0.0,0.0,240245.0,877.0,0.0,14.0,very_sat,little,no,3.26,LEAVE
one,77201.0,187.0,0.0,193002.0,277.0,14.0,11.0,unsat,very_high,no,5.52,LEAVE
zero,123642.0,134.0,0.0,242476.0,863.0,21.0,14.0,unsat,very_little,no,4.89,STAY
one,86344.0,58.0,0.0,479718.0,330.0,3.0,8.0,very_unsat,very_high,actively_looking_into_it,3.81,LEAVE
one,124194.0,194.0,6.0,185624.0,737.0,12.0,6.0,unsat,little,no,4.05,STAY
one,27370.0,171.0,7.0,193745.0,160.0,27.0,4.0,sat,very_little,considering,3.74,LEAVE
zero,158618.0,85.0,28.0,420555.0,502.0,4.0,1.0,very_unsat,very_high,perhaps,5.82,LEAVE
one,70617.0,202.0,0.0,364855.0,338.0,23.0,10.0,very_unsat,high,no,3.06,LEAVE
one,61486.0,0.0,0.0,498691.0,258.0,0.0,11.0,very_unsat,high,perhaps,2.37,STAY
zero,145410.0,205.0,0.0,937812.0,629.0,27.0,15.0,avg,little,no,2.47,LEAVE
zero,146722.0,226.0,5.0,867681.0,783.0,11.0,5.0,very_unsat,very_high,no,3.78,LEAVE
zero,43874.0,204.0,14.0,823210.0,136.0,15.0,4.0,very_unsat,very_high,actively_looking_into_it,5.27,LEAVE
zero,71662.0,67.0,14.0,395943.0,259.0,5.0,6.0,very_unsat,little,actively_looking_into_it,2.27,LEAVE
zero,30444.0,0.0,0.0,216770.0,164.0,1.0,2.0,very_unsat,little,considering,2.8,LEAVE
zero,35201.0,50.0,0.0,253206.0,281.0,0.0,14.0,very_unsat,avg,considering,3.28,LEAVE
one,51806.0,201.0,5.0,612202.0,250.0,0.0,4.0,sat,little,never_thought,6.64,STAY
one,67417.0,43.0,22.0,762464.0,319.0,4.0,1.0,very_unsat,little,considering,6.02,STAY
one,91165.0,68.0,57.0,257119.0,265.0,3.0,2.0,unsat,very_little,no,4.56,LEAVE
zero,102502.0,0.0,0.0,812594.0,876.0,1.0,4.0,avg,very_little,considering,4.85,STAY
zero,37995.0,191.0,83.0,243802.0,237.0,0.0,1.0,very_sat,very_high,never_thought,2.3,LEAVE
one,125641.0,225.0,0.0,665158.0,247.0,13.0,10.0,avg,avg,no,4.4,LEAVE
one,55954.0,73.0,0.0,700672.0,367.0,4.0,11.0,unsat,very_little,actively_looking_into_it,7.36,LEAVE
one,152347.0,57.0,19.0,240650.0,694.0,3.0,6.0,very_unsat,high,actively_looking_into_it,2.64,STAY
one,25534.0,74.0,29.0,466839.0,251.0,4.0,2.0,very_sat,very_little,considering,5.33,LEAVE
one,113551.0,242.0,0.0,448091.0,759.0,13.0,9.0,sat,high,actively_looking_into_it,4.47,LEAVE
zero,84986.0,0.0,13.0,429169.0,370.0,0.0,6.0,very_unsat,little,no,2.7,STAY
zero,155713.0,44.0,44.0,954664.0,146.0,5.0,1.0,avg,very_little,never_thought,7.44,STAY
one,100773.0,262.0,46.0,720255.0,899.0,17.0,2.0,very_sat,little,actively_looking_into_it,3.56,LEAVE
zero,85923.0,189.0,22.0,240418.0,355.0,12.0,5.0,unsat,high,actively_looking_into_it,4.14,LEAVE
one,97595.0,52.0,55.0,331482.0,294.0,4.0,2.0,very_unsat,very_high,no,5.43,LEAVE
zero,59354.0,210.0,37.0,293573.0,268.0,15.0,1.0,very_unsat,very_high,no,2.19,LEAVE
one,97061.0,236.0,0.0,413108.0,368.0,20.0,10.0,avg,high,no,3.65,LEAVE
one,86878.0,199.0,75.0,166303.0,333.0,15.0,2.0,unsat,little,no,4.25,LEAVE
one,34662.0,0.0,49.0,189641.0,194.0,0.0,2.0,very_sat,little,considering,5.61,STAY
zero,91282.0,162.0,22.0,355579.0,339.0,10.0,6.0,very_sat,little,considering,3.31,LEAVE
one,115368.0,0.0,70.0,198413.0,556.0,1.0,2.0,sat,little,actively_looking_into_it,6.07,LEAVE
zero,142088.0,0.0,28.0,252520.0,789.0,0.0,2.0,very_unsat,very_little,never_thought,5.75,STAY
zero,76160.0,66.0,0.0,541736.0,305.0,3.0,10.0,very_sat,little,considering,4.56,STAY
one,39704.0,51.0,0.0,642362.0,360.0,5.0,8.0,unsat,little,considering,6.71,STAY
one,125472.0,0.0,65.0,625293.0,791.0,1.0,1.0,avg,little,considering,7.05,STAY
zero,26962.0,47.0,15.0,420232.0,175.0,3.0,6.0,unsat,little,never_thought,4.35,STAY
zero,127061.0,218.0,67.0,320282.0,581.0,25.0,2.0,unsat,little,considering,3.3,LEAVE
one,36365.0,90.0,61.0,244038.0,154.0,4.0,2.0,very_unsat,high,actively_looking_into_it,7.03,LEAVE
one,103104.0,242.0,12.0,624801.0,746.0,26.0,6.0,very_sat,very_little,no,2.79,LEAVE
one,73377.0,0.0,7.0,211241.0,341.0,1.0,6.0,unsat,little,actively_looking_into_it,4.26,LEAVE
zero,135735.0,0.0,22.0,298893.0,496.0,1.0,5.0,very_unsat,very_high,actively_looking_into_it,3.54,LEAVE
zero,146611.0,0.0,0.0,427683.0,840.0,0.0,6.0,avg,little,perhaps,4.3,LEAVE
one,43022.0,187.0,48.0,913333.0,151.0,10.0,1.0,unsat,very_high,considering,6.84,STAY
zero,150816.0,60.0,0.0,426081.0,645.0,3.0,14.0,very_unsat,little,no,3.68,STAY
one,39954.0,45.0,55.0,406607.0,360.0,5.0,2.0,unsat,very_little,never_thought,6.14,LEAVE
zero,72908.0,0.0,77.0,798555.0,317.0,0.0,1.0,avg,little,never_thought,6.26,STAY
one,27000.0,190.0,61.0,938526.0,201.0,27.0,2.0,sat,very_little,considering,6.6,STAY
one,24539.0,197.0,88.0,446130.0,237.0,18.0,2.0,avg,avg,perhaps,4.29,LEAVE
zero,129726.0,46.0,0.0,319854.0,464.0,5.0,13.0,sat,very_high,no,4.33,STAY
one,130479.0,152.0,0.0,197108.0,137.0,26.0,13.0,very_sat,very_little,no,3.53,LEAVE
zero,70861.0,184.0,24.0,434441.0,354.0,13.0,4.0,unsat,very_high,never_thought,3.54,STAY
one,150497.0,63.0,18.0,405114.0,523.0,4.0,5.0,unsat,very_high,considering,4.13,LEAVE
zero,150436.0,0.0,10.0,634420.0,732.0,0.0,2.0,very_unsat,little,no,5.41,LEAVE
zero,74082.0,0.0,64.0,342338.0,268.0,0.0,2.0,unsat,very_high,actively_looking_into_it,6.47,STAY
one,33220.0,58.0,19.0,262638.0,216.0,4.0,6.0,unsat,very_little,perhaps,2.75,STAY
one,72224.0,0.0,8.0,247843.0,251.0,1.0,4.0,very_unsat,very_high,perhaps,3.79,STAY
zero,56095.0,66.0,75.0,282505.0,323.0,3.0,1.0,very_unsat,very_little,no,5.46,LEAVE
zero,81204.0,59.0,0.0,194184.0,347.0,4.0,8.0,unsat,very_high,no,3.09,STAY
one,76498.0,210.0,0.0,618956.0,295.0,11.0,14.0,very_unsat,avg,considering,6.55,STAY
zero,29603.0,0.0,0.0,304086.0,223.0,5.0,15.0,very_unsat,little,perhaps,2.45,LEAVE
zero,40307.0,78.0,0.0,253931.0,133.0,5.0,14.0,very_unsat,little,considering,4.3,STAY
one,87056.0,223.0,0.0,307985.0,360.0,27.0,10.0,unsat,little,considering,2.17,LEAVE
one,32905.0,179.0,0.0,241941.0,209.0,18.0,11.0,unsat,very_little,actively_looking_into_it,3.66,LEAVE
one,113669.0,0.0,0.0,255104.0,577.0,0.0,8.0,very_unsat,very_high,actively_looking_into_it,4.56,LEAVE
one,56587.0,212.0,0.0,254934.0,361.0,11.0,10.0,very_unsat,little,actively_looking_into_it,5.17,STAY
one,40771.0,37.0,0.0,824323.0,193.0,5.0,8.0,unsat,little,never_thought,5.29,LEAVE
one,97851.0,159.0,22.0,152049.0,380.0,16.0,5.0,sat,little,considering,3.65,LEAVE
one,28424.0,0.0,12.0,577649.0,149.0,0.0,4.0,very_sat,little,no,3.83,LEAVE
one,88206.0,0.0,18.0,513605.0,294.0,15.0,6.0,very_sat,high,considering,4.12,STAY
one,56988.0,0.0,11.0,331551.0,372.0,1.0,5.0,very_unsat,avg,no,4.27,STAY
one,91960.0,194.0,77.0,385435.0,246.0,13.0,6.0,unsat,little,never_thought,4.24,LEAVE
zero,34722.0,0.0,42.0,982965.0,145.0,0.0,15.0,very_sat,very_little,never_thought,6.33,STAY
zero,70598.0,235.0,21.0,255977.0,397.0,18.0,6.0,avg,little,no,5.14,STAY
zero,65929.0,0.0,45.0,986117.0,678.0,0.0,2.0,avg,little,actively_looking_into_it,6.0,STAY
one,36360.0,0.0,0.0,610184.0,153.0,0.0,9.0,very_unsat,very_high,considering,5.15,STAY
one,100665.0,0.0,0.0,482068.0,483.0,1.0,8.0,very_sat,little,perhaps,4.33,STAY
zero,24403.0,0.0,31.0,433134.0,180.0,1.0,2.0,unsat,little,perhaps,6.23,LEAVE
one,105500.0,237.0,0.0,702606.0,463.0,25.0,4.0,very_unsat,little,considering,3.39,LEAVE
one,86745.0,79.0,5.0,495038.0,355.0,3.0,4.0,very_sat,very_high,no,4.05,LEAVE
zero,22392.0,48.0,20.0,188511.0,231.0,3.0,6.0,very_sat,very_little,actively_looking_into_it,2.9,LEAVE
one,66888.0,0.0,67.0,517306.0,319.0,0.0,1.0,avg,high,no,7.58,LEAVE
zero,147497.0,60.0,22.0,594063.0,827.0,3.0,2.0,sat,very_high,never_thought,4.2,STAY
one,33945.0,153.0,0.0,166475.0,370.0,5.0,15.0,unsat,little,considering,2.44,LEAVE
one,66521.0,0.0,11.0,809304.0,375.0,1.0,5.0,very_unsat,very_high,perhaps,7.12,STAY
one,86608.0,0.0,0.0,167695.0,357.0,0.0,11.0,very_unsat,little,considering,3.55,LEAVE
one,126034.0,218.0,84.0,177710.0,566.0,28.0,6.0,unsat,very_high,no,5.08,LEAVE
one,59725.0,46.0,16.0,161031.0,291.0,5.0,6.0,very_unsat,little,no,4.72,STAY
zero,105506.0,69.0,62.0,463221.0,581.0,3.0,2.0,unsat,high,considering,6.69,LEAVE
one,121120.0,46.0,13.0,959093.0,686.0,5.0,6.0,unsat,very_high,never_thought,3.23,LEAVE
zero,149963.0,0.0,6.0,904674.0,811.0,1.0,5.0,very_unsat,high,no,3.75,STAY
one,34047.0,6.0,68.0,193091.0,145.0,3.0,1.0,very_unsat,avg,actively_looking_into_it,4.95,LEAVE
one,114374.0,217.0,0.0,216463.0,471.0,10.0,9.0,very_unsat,very_high,considering,3.26,STAY
one,82496.0,54.0,18.0,233295.0,252.0,4.0,4.0,very_unsat,very_high,actively_looking_into_it,5.33,STAY
one,127697.0,215.0,0.0,867976.0,639.0,14.0,13.0,very_unsat,very_high,no,1.81,LEAVE
one,24124.0,236.0,5.0,501425.0,174.0,14.0,5.0,very_unsat,very_little,considering,3.85,STAY
one,57671.0,62.0,18.0,503952.0,709.0,5.0,6.0,avg,very_little,never_thought,2.39,LEAVE
zero,21849.0,172.0,22.0,476551.0,190.0,15.0,4.0,very_unsat,very_high,actively_looking_into_it,3.89,LEAVE
one,75746.0,59.0,0.0,443090.0,378.0,4.0,12.0,avg,little,considering,6.72,STAY
one,45734.0,48.0,13.0,282131.0,239.0,3.0,6.0,very_sat,avg,never_thought,5.17,LEAVE
one,54156.0,66.0,16.0,174280.0,386.0,29.0,5.0,very_unsat,very_little,never_thought,1.58,LEAVE
zero,41670.0,50.0,19.0,422528.0,225.0,4.0,2.0,sat,very_high,considering,3.47,LEAVE
zero,37838.0,0.0,35.0,227491.0,173.0,1.0,2.0,very_unsat,little,never_thought,4.77,LEAVE
one,104317.0,0.0,71.0,393708.0,644.0,0.0,2.0,unsat,high,considering,5.76,STAY
zero,75417.0,74.0,23.0,159070.0,334.0,4.0,10.0,very_sat,little,actively_looking_into_it,3.76,STAY
one,156218.0,54.0,0.0,784639.0,538.0,3.0,12.0,avg,little,never_thought,4.1,LEAVE
one,71164.0,193.0,84.0,508201.0,359.0,26.0,2.0,very_unsat,little,actively_looking_into_it,2.93,LEAVE
one,36837.0,210.0,5.0,279891.0,209.0,3.0,10.0,very_unsat,little,considering,2.83,LEAVE
zero,21449.0,71.0,49.0,664438.0,175.0,4.0,6.0,very_unsat,very_high,considering,6.33,LEAVE
zero,44524.0,235.0,81.0,690330.0,225.0,3.0,2.0,very_sat,little,considering,3.95,STAY
one,25028.0,197.0,0.0,256556.0,165.0,21.0,8.0,very_unsat,very_little,actively_looking_into_it,3.06,LEAVE
zero,31562.0,67.0,0.0,327756.0,190.0,4.0,10.0,very_unsat,little,never_thought,1.93,STAY
zero,137805.0,184.0,0.0,522426.0,579.0,15.0,11.0,very_unsat,very_little,no,2.05,LEAVE
zero,76140.0,69.0,28.0,873688.0,273.0,3.0,2.0,unsat,little,actively_looking_into_it,5.32,STAY
zero,41378.0,186.0,0.0,402691.0,132.0,21.0,12.0,very_unsat,very_little,no,3.37,LEAVE
zero,94598.0,0.0,15.0,727322.0,261.0,1.0,4.0,very_unsat,little,considering,7.76,STAY
zero,68330.0,201.0,76.0,625366.0,360.0,23.0,1.0,very_unsat,little,considering,4.8,LEAVE
one,98440.0,209.0,83.0,311085.0,811.0,17.0,1.0,very_sat,very_high,never_thought,3.68,STAY
one,142648.0,0.0,11.0,741165.0,264.0,1.0,6.0,very_unsat,avg,never_thought,3.93,LEAVE
one,48287.0,0.0,63.0,154260.0,209.0,1.0,2.0,very_unsat,very_high,never_thought,6.03,STAY
one,135720.0,169.0,72.0,207201.0,727.0,28.0,1.0,very_unsat,very_little,considering,2.54,LEAVE
zero,36427.0,219.0,57.0,230386.0,165.0,12.0,2.0,unsat,very_little,considering,5.11,LEAVE
one,73418.0,217.0,0.0,289423.0,381.0,24.0,9.0,avg,avg,no,1.3,STAY
zero,30081.0,0.0,62.0,271623.0,187.0,0.0,12.0,very_sat,very_high,actively_looking_into_it,6.08,LEAVE
one,49633.0,234.0,0.0,163143.0,142.0,14.0,9.0,very_unsat,very_little,never_thought,4.83,LEAVE
zero,25716.0,184.0,10.0,791481.0,232.0,24.0,5.0,unsat,little,actively_looking_into_it,5.81,STAY
zero,20225.0,173.0,74.0,204740.0,160.0,10.0,1.0,very_unsat,little,considering,4.13,LEAVE
zero,21690.0,203.0,61.0,509661.0,134.0,14.0,5.0,very_sat,little,no,3.13,LEAVE
one,31634.0,0.0,51.0,241526.0,160.0,0.0,1.0,very_sat,very_high,no,5.84,STAY
zero,126371.0,0.0,22.0,216236.0,434.0,1.0,4.0,very_unsat,little,no,5.97,STAY
one,46188.0,65.0,61.0,320734.0,149.0,3.0,2.0,very_unsat,very_high,considering,5.43,LEAVE
zero,66769.0,223.0,16.0,491376.0,306.0,20.0,4.0,very_unsat,little,actively_looking_into_it,3.23,LEAVE
one,42062.0,147.0,0.0,285146.0,140.0,26.0,11.0,unsat,little,no,4.25,LEAVE
zero,35663.0,0.0,5.0,409364.0,186.0,1.0,1.0,unsat,very_high,perhaps,2.58,LEAVE
one,154327.0,78.0,0.0,235648.0,795.0,4.0,12.0,unsat,very_high,considering,2.3,STAY
zero,138818.0,0.0,0.0,228520.0,890.0,0.0,9.0,avg,little,no,4.06,LEAVE
zero,51099.0,204.0,8.0,337353.0,333.0,28.0,6.0,very_sat,high,considering,4.95,LEAVE
one,107027.0,0.0,8.0,942284.0,723.0,0.0,5.0,very_unsat,high,considering,2.14,STAY
one,53669.0,234.0,17.0,247927.0,339.0,28.0,5.0,sat,little,actively_looking_into_it,3.13,LEAVE
zero,27089.0,58.0,23.0,299682.0,226.0,5.0,4.0,very_unsat,high,considering,4.59,STAY
one,58109.0,234.0,35.0,152685.0,357.0,20.0,2.0,very_sat,very_high,considering,4.06,STAY
one,38292.0,48.0,0.0,289948.0,148.0,5.0,4.0,very_unsat,avg,no,1.96,STAY
zero,86975.0,71.0,0.0,434551.0,316.0,3.0,9.0,unsat,very_little,considering,3.34,STAY
one,111543.0,67.0,0.0,493554.0,732.0,3.0,1.0,unsat,little,actively_looking_into_it,5.57,LEAVE
zero,25866.0,155.0,0.0,232467.0,204.0,18.0,12.0,very_unsat,very_little,considering,4.9,STAY
one,159278.0,64.0,18.0,978835.0,537.0,5.0,4.0,unsat,very_high,never_thought,3.71,STAY
zero,126031.0,0.0,30.0,535620.0,606.0,1.0,1.0,very_unsat,very_high,considering,6.63,LEAVE
one,128403.0,121.0,5.0,386961.0,519.0,15.0,4.0,very_unsat,little,never_thought,2.31,LEAVE
zero,134364.0,0.0,41.0,236644.0,660.0,1.0,1.0,sat,very_high,considering,6.08,STAY
zero,115456.0,0.0,0.0,776468.0,563.0,1.0,13.0,sat,very_little,actively_looking_into_it,4.43,LEAVE
zero,36522.0,72.0,0.0,485829.0,130.0,3.0,10.0,very_unsat,very_high,no,4.85,STAY
zero,85447.0,14.0,40.0,224900.0,339.0,4.0,1.0,unsat,little,considering,4.48,LEAVE
one,71584.0,231.0,0.0,623750.0,358.0,29.0,8.0,unsat,little,considering,5.86,STAY
one,117961.0,0.0,83.0,302519.0,512.0,0.0,2.0,very_unsat,very_high,considering,5.62,STAY
one,101733.0,188.0,0.0,708602.0,736.0,4.0,8.0,unsat,very_high,no,4.17,LEAVE
one,76595.0,51.0,53.0,620361.0,366.0,3.0,1.0,very_sat,very_high,considering,5.06,STAY
one,146325.0,70.0,20.0,824614.0,756.0,4.0,5.0,unsat,little,perhaps,5.02,LEAVE
one,108488.0,199.0,31.0,608195.0,768.0,29.0,1.0,very_unsat,avg,no,4.76,LEAVE
one,21668.0,49.0,63.0,692550.0,195.0,3.0,2.0,very_sat,little,considering,6.87,STAY
zero,90265.0,180.0,52.0,494800.0,332.0,1.0,2.0,sat,very_high,considering,0.02,LEAVE
one,69808.0,47.0,59.0,501302.0,279.0,4.0,2.0,very_sat,very_little,actively_looking_into_it,5.88,LEAVE
zero,109016.0,0.0,77.0,941177.0,732.0,4.0,2.0,very_sat,very_high,no,6.6,STAY
one,50034.0,49.0,52.0,201214.0,305.0,3.0,2.0,very_unsat,very_little,no,5.76,STAY
zero,31788.0,174.0,82.0,989106.0,191.0,28.0,2.0,very_unsat,very_little,considering,5.85,STAY
one,31889.0,75.0,14.0,198610.0,149.0,29.0,4.0,unsat,very_little,no,2.92,LEAVE
zero,71384.0,50.0,0.0,695123.0,301.0,3.0,14.0,very_sat,very_high,considering,4.97,STAY
zero,123607.0,193.0,85.0,256747.0,589.0,11.0,2.0,very_sat,avg,actively_looking_into_it,2.1,STAY
one,73564.0,0.0,33.0,160168.0,377.0,1.0,1.0,unsat,little,considering,3.63,LEAVE
zero,109136.0,50.0,0.0,689669.0,708.0,4.0,10.0,very_unsat,very_little,actively_looking_into_it,4.74,STAY
one,90636.0,170.0,12.0,194575.0,317.0,28.0,5.0,avg,little,never_thought,3.82,LEAVE
one,58833.0,0.0,12.0,352831.0,311.0,0.0,6.0,very_unsat,very_little,never_thought,3.93,LEAVE
zero,95392.0,48.0,0.0,349207.0,176.0,4.0,10.0,sat,high,considering,1.67,LEAVE
one,34894.0,195.0,0.0,634775.0,150.0,16.0,15.0,very_unsat,little,considering,6.77,LEAVE
zero,25863.0,199.0,17.0,691028.0,157.0,16.0,5.0,very_unsat,little,considering,6.97,STAY
one,31186.0,77.0,13.0,733372.0,229.0,23.0,6.0,very_sat,very_little,never_thought,6.82,LEAVE
one,127388.0,0.0,25.0,790842.0,605.0,1.0,1.0,unsat,very_little,actively_looking_into_it,5.82,STAY
one,125537.0,0.0,5.0,727916.0,617.0,0.0,5.0,very_sat,very_little,considering,3.54,LEAVE
one,133519.0,37.0,83.0,425038.0,533.0,5.0,5.0,very_unsat,little,actively_looking_into_it,6.98,STAY
zero,75702.0,88.0,81.0,545933.0,395.0,4.0,1.0,unsat,little,actively_looking_into_it,4.88,STAY
